gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1143437091	6834c3b4-50a7-42df-a87f-324239eaca66	7716bbc6-c95f-4940-87e5-23e719944cac	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Epinannolene	Epinannolene exilio		SPECIES	Epinannolene arborea Hoffman, 1984	Epinannolene arborea		BR	rio Tarumã- Mirim, igapó. Adis leg.	Amazonas	PRESENT		c0d9c91a-0f83-4819-bf7e-bb5e1184eb6b									1976-09-02	2	9	1976	1026266	1026265	PRESERVED_SPECIMEN	INPA	DLP	INPA-DPL 000165				CC_BY_NC_4_0	Instituto Nacional de Pesquisas da Amazônia (INPA)Instituto Nacional de Pesquisas da Amazônia (INPA)	Adis, J.	Paratype		2025-11-05T05:05:05.479Z		AMBIGUOUS_INSTITUTION
1142375250	7931dcab-94f1-46ce-8092-56e4335423de	94b88477-54dc-4dbe-94e3-71186679b781	Animalia	Arthropoda	Diplopoda	Spirostreptida	Spirostreptidae	Gymnostreptus	Gymnostreptus pictus		SPECIES	Conchostreptus pictus Schubart, 1945	Conchostreptus pictus Schubart, 1971		BR	Tapirapé	Mato Grosso	PRESENT	3	7b8aff00-a9f8-11d8-944b-b8a03c50a862	-10.645149	-50.613706							1964-11-01	1	11	1964	8614839	1026179	PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 000 986		Dr. Richard L. Hoffman : Virginia Museum of Natural History - Recent Invertebrates		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:53.525Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351735	7931dcab-94f1-46ce-8092-56e4335423de	a92fe23c-1f03-4dc6-8a53-b82fd5019640	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Caninde, Rio Gurupi	Pará	PRESENT	2	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1966-02-27	27	2	1966	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 008 770		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:36.781Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351670	7931dcab-94f1-46ce-8092-56e4335423de	ec345e3a-8dc8-43c6-b5dc-18825219fe3a	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Aldeia Coraci, 11 km W of Caninde, Rio Gurupi	Pará	PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862	-4.357642	-39.312132	2238.0						1964-12-02	2	12	1964	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 413		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:42.169Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351644	7931dcab-94f1-46ce-8092-56e4335423de	026810ee-868d-4e97-ab05-fde39847745b	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	NO PRECISE LOCALITY DATA	Mato Grosso	PRESENT	2	7b8aff00-a9f8-11d8-944b-b8a03c50a862	-12.681871	-56.921099							1960-05-28	28	5	1960	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 011 923		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:38.313Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351631	7931dcab-94f1-46ce-8092-56e4335423de	6997a5bd-5b8a-419c-b14c-b05f9c1a3c84	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Presidente Prudente	São Paulo	PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1960-09-26	26	9	1960	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 386		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:18.104Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351624	7931dcab-94f1-46ce-8092-56e4335423de	40c28d37-a542-416e-b2e8-9cadd26300e8	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Corumba	Mato Grosso	PRESENT	3	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1964-05-08	8	5	1964	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 472		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:09.522Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351607	7931dcab-94f1-46ce-8092-56e4335423de	48a9a07c-c3dc-4c60-a459-d72d77bf723f	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Barra do Tapirapé	Mato Grosso	PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1964-11-05	5	11	1964	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 414		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:53.067Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351604	7931dcab-94f1-46ce-8092-56e4335423de	29437efa-64e9-48e6-ada0-77acc7c8ca3c	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Barra do Tapirapé	Mato Grosso	PRESENT	3	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1964-01-17	17	1	1964	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 471		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:29.141Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351599	7931dcab-94f1-46ce-8092-56e4335423de	16959ccd-8454-469f-8247-94ebc5e126ff	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Caninde, Rio Gurupi	Pará	PRESENT	2	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1964-10-31	31	10	1964	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 409		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:29.492Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351595	7931dcab-94f1-46ce-8092-56e4335423de	357b760a-9782-4376-aef0-8522b39fab42	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Santa Isabel, Isla do ?	Goiás	PRESENT	3	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1960-10-27	27	10	1960	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 475		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:17:00.212Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351563	7931dcab-94f1-46ce-8092-56e4335423de	6b1890c8-0976-4e29-9e45-dd9e4d028461	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Manaus; National Institute of Amazonian Research (INPA) grounds	Amazonas	PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1984-07-12	12	7	1984	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 011 690		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	R. H. Pine			2025-11-04T22:16:55.925Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351556	7931dcab-94f1-46ce-8092-56e4335423de	90bc7a4b-7b95-4128-abcc-6f65a1dad036	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Marco, along path nr Leticia		PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1975-03-29	29	3	1975	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 008 836		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	D. A. Summers			2025-11-04T22:16:48.034Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351552	7931dcab-94f1-46ce-8092-56e4335423de	101828a7-4b35-4e94-8256-2311118c2c69	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Barra do Tapirapé	Mato Grosso	PRESENT	15	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1964-11-05	5	11	1964	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 369		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:40.425Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351543	7931dcab-94f1-46ce-8092-56e4335423de	a8776d91-a70d-47f6-be7e-924e0230a5d8	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Aldeia Coraci, 12 km W of Caninde, Rio Gurupi	Pará	PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1963-04-16	16	4	1963	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 006 497		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:36.014Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351483	7931dcab-94f1-46ce-8092-56e4335423de	e090fb33-740b-41e4-b7a0-da3c7af11b7b	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	W bank Rio Tocantins, 17 km SSW Tucurui	Pará	PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1984-08-27	27	8	1984	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 011 692		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	R. H. Pine			2025-11-04T22:16:53.976Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351481	7931dcab-94f1-46ce-8092-56e4335423de	2e191a8e-5c36-480c-b9e4-742b8720c36b	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Barra do Tapirapé	Mato Grosso	PRESENT	14	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1963-01-01	1	1	1963	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 382		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:58.354Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351476	7931dcab-94f1-46ce-8092-56e4335423de	eae65efb-27ef-491e-bc9a-11e7c2e0e092	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Aldeia Araçu, Igarapé Gurupi-Uma, Maranhão, 50 km E Caninde	Pará	PRESENT	6	7b8aff00-a9f8-11d8-944b-b8a03c50a862	-4.34915	-39.015198							1963-05-02	2	5	1963	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 391		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:30.320Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351458	7931dcab-94f1-46ce-8092-56e4335423de	da0a81af-dc20-4c1b-9bb9-693c1d0c7ecd	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Caninde, Rio Gurupi	Pará	PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1964-12-01	1	12	1964	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 033 458		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:45.288Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351449	7931dcab-94f1-46ce-8092-56e4335423de	4b12642f-aa29-4c48-a37e-383555f4e8fb	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Igarapé Belém, nr confluence with Rio Solimões	Amazonas	PRESENT	2	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1966-04-05	5	4	1966	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 008 177		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:55.329Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351424	7931dcab-94f1-46ce-8092-56e4335423de	5193070a-38d7-42e6-a843-c526279fb91e	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Rio Caraguata	Mato Grosso	PRESENT	7	7b8aff00-a9f8-11d8-944b-b8a03c50a862	-21.8	-52.45							1953-03		3	1953	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 008 799		Mr. James E. Louderman : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	F. Plaumann			2025-11-04T22:16:43.068Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351261	7931dcab-94f1-46ce-8092-56e4335423de	ce3c6830-284c-419b-911c-a060963fde1e	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	NO PRECISE LOCALITY DATA	Mato Grosso	PRESENT	20	7b8aff00-a9f8-11d8-944b-b8a03c50a862	-12.681871	-56.921099							1960-12-01	1	12	1960	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 005 660		Dr. Arlene Ghiron : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:46.999Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351255	7931dcab-94f1-46ce-8092-56e4335423de	1eed72b7-9ca3-4088-bb5e-09d385b153ec	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	NO PRECISE LOCALITY DATA	Mato Grosso	PRESENT	10	7b8aff00-a9f8-11d8-944b-b8a03c50a862	-12.681871	-56.921099							1960-10-11	11	10	1960	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 005 658		Dr. Arlene Ghiron : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:17:01.566Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351217	7931dcab-94f1-46ce-8092-56e4335423de	a150a6b9-4815-4872-894c-179686825449	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	NO PRECISE LOCALITY DATA	Amazonas	PRESENT	6	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1966-02-24	24	2	1966	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 005 667		Dr. Arlene Ghiron : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:53.764Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351128	7931dcab-94f1-46ce-8092-56e4335423de	cdd2cb68-8ee1-4506-a5a9-5649851864ac	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	NO PRECISE LOCALITY DATA	Amazonas	PRESENT	15	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1963-05		5	1963	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 005 668		Dr. Arlene Ghiron : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:23.929Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142351002	7931dcab-94f1-46ce-8092-56e4335423de	82cb97bd-b9e1-4bae-9bc2-e4d34f209bec	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	NO PRECISE LOCALITY DATA	Mato Grosso	PRESENT	5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	-12.681871	-56.921099							1965-12-29	29	12	1965	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 005 664		Dr. Arlene Ghiron : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:45.658Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142350998	7931dcab-94f1-46ce-8092-56e4335423de	6dd295cd-35d9-45af-9766-24a2a0686f67	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Barra do Tapirapé	Mato Grosso	PRESENT	6	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1962-03		3	1962	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 005 649		Dr. Arlene Ghiron : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:27.885Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142350970	7931dcab-94f1-46ce-8092-56e4335423de	202452d5-d2b5-4427-a05b-e3b9d6ca9da8	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Barra do Tapirapé	Mato Grosso	PRESENT	3	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1963-01-01	1	1	1963	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 005 647		Dr. Arlene Ghiron : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:17:02.480Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142350866	7931dcab-94f1-46ce-8092-56e4335423de	f3bfa20a-dcea-474b-b452-f448add231a9	Animalia	Arthropoda	Diplopoda	Spirostreptida					ORDER	Spirostreptida	Spirostreptida Brandt, 1833		BR	Aldeia Coraci, 12 km W of Caninde, Rio Gurupi	Pará	PRESENT	20	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1963-04-16	16	4	1963	818		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 008 292		Dr. Arlene Ghiron : Field Museum of Natural History - Department of Zoology		CC0_1_0	The Field Museum of Natural History	B. Malkin			2025-11-04T22:16:54.069Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142326347	7931dcab-94f1-46ce-8092-56e4335423de	e3015f50-22b0-4da7-aaa1-9d2bda07171f	Animalia	Arthropoda	Diplopoda	Spirostreptida	Spirostreptidae	Orthoporus			GENUS	Diaporus Silvestri, 1897	Diaporus junior Chamberlin		BR	Descalvados	Mato Grosso	PRESENT	4	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1926-07-30	30	7	1926	1025048		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 001 887				CC0_1_0	The Field Museum of Natural History				2025-11-04T22:16:38.656Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142311320	7931dcab-94f1-46ce-8092-56e4335423de	60bd0371-e965-4c3a-a7d6-f369b37418dc	Animalia	Arthropoda	Diplopoda	Spirostreptida	Spirostreptidae	Gymnostreptus	Gymnostreptus porati		SPECIES	Gymnostreptus ventralis (Porat, 1876)	Gymnostreptus ventralis Porat, 1876		BR	Therezopolis	Rio de Janeiro	PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1926-07		7	1926	1025823	9265369	PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 001 898				CC0_1_0	The Field Museum of Natural History	K. P. Schmidt			2025-11-04T22:16:58.983Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142310551	7931dcab-94f1-46ce-8092-56e4335423de	d25800d2-c028-4a6f-b569-0eb7ab74f2fd	Animalia	Arthropoda	Diplopoda	Spirostreptida	Spirostreptidae	Orthoporus			GENUS	Orthoporus Silvestri, 1897	Orthoporus Silvestri, 1897		BR	Urucum do Corumbá	Mato Grosso	PRESENT	1	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1926-08-14	14	8	1926	1024407		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 001 932				CC0_1_0	The Field Museum of Natural History	K. P. Schmidt			2025-11-04T22:16:58.156Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1142300905	7931dcab-94f1-46ce-8092-56e4335423de	d4d2be8e-56d7-428b-8131-2eceaf1cf4ef	Animalia	Arthropoda	Diplopoda	Spirostreptida	Spirostreptidae	Orthoporus			GENUS	Orthoporus Silvestri, 1897	Orthoporus Silvestri, 1897		BR	Teresópolis, Rio Brazil		PRESENT	2	7b8aff00-a9f8-11d8-944b-b8a03c50a862									1926-07-09	9	7	1926	1024407		PRESERVED_SPECIMEN	FMNH	Insects	FMNHINS 0000 001 897				CC0_1_0	The Field Museum of Natural History	K. P. Schmidt			2025-11-04T22:16:46.652Z		TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
